product_brand,product_title,predicted_category,abrasive_scrub_binary,absorbent_mattifier_binary,anti-acne_binary,antimicrobial_antibacterial_binary,antioxidant_binary,astringent_binary,buffering_binary,cell-communicating_ingredient_binary,chelating_binary,colorant_binary,deodorant_binary,emollient_binary,emulsifying_binary,emulsion_stabilising_binary,exfoliant_binary,moisturizer_humectant_binary,perfuming_binary,preservative_binary,skin_brightening_binary,skin-identical_ingredient_binary,solvent_binary,soothing_binary,sunscreen_binary,surfactant_cleansing_binary,viscosity_controlling_binary
Pet' it,Protect' It,Sunscreen,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1
Ultrasun,Face Fluid Tinted SPF 50 Pa++++,Sunscreen,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1
Ichikami,Smooth And Sleek Shampoo,Shampoo,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1
Dear Beaute,Himawari Smooth & Repair Oil In Shampoo,Shampoo,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1
Kracie,Smoothing Shampoo,Shampoo,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1
Ichikami,Soft Moisture Shampoo,Shampoo,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1
Pravana,Purify & Revive Cleanse Shampoo,Shampoo,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,1,0,0,0,1
Kracie,Ichikami Smoothing Shampoo,Shampoo,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1
Milbon,Smoothing Shampoo Fine Hair,Shampoo,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,1,0,0,1
Milbon,Moisture Shampoo,Shampoo,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
Germaine de capuccini,B-calm | Fundamental Moisturizing Light Cream,Face Moisturizer,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1
Germaine de capuccini,B-Calm Sos Intensive Care Facial Balm,Face Moisturizer,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1
Germaine De Cappuccini,Fundamental Moisturizing Cream Light,Face Moisturizer,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
Milbon,Restorative (Repair) Shampoo,Shampoo,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1
Canmake,Lash Care Essence,Face Serum,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,1
iS Clinical,Cleansing Complex,Face Cleanser,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1
Garnier Green Labs,Pinea-C Brightening Gel Washable Cleanser,Brightening Treatment,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1
Brevena,Night Renewal Serum,Face Serum,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1
Dr.ci labo,Vc100 Essence Lotion Ex Special,Face Serum,0,0,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,1
La Roche-Posay,Effaclar Pore-Refining Anti-Aging Face Serum,Face Serum,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1
SkinCeuticals,Purifying Cleanser With Glycolic Acid,Acne Treatment,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1
iS Clinical,Cleansing Complex,Face Cleanser,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1
La Roche-Posay,Effaclar Sérum Antiacne Ultra Concentrado,Face Serum,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,1
La Roche-Posay,Effaclar Serum Anti Imperfections,Face Serum,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,1
Vichy,Mousse Nettoyante Eclat,Face Serum,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1
Skin for life,Salicylic gel cleanser,Face Cleanser,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,1
La Roche-Posay,Foaming Micellar Water,Face Cleanser,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1
iS Clinical,Cleansing Complex Polish,Face Cleanser,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1
Dr.ci labo,Labo Labo Super Keana Lotion,Face Serum,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1
Kiehl’s,Coriander Bath & Shower Liquid Body Cleanser,Face Serum,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1
Vichy,Pureté Thermale Cleansing Foam Radiance Revealer,Face Cleanser,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1
La Roche-Posay,Effaclar Salicylic Acid Acne Treatment,Acne Treatment,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,1
Aphogee,Keratin And Green Tea Shampoo,Shampoo,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1
La Roche-Posay,Effaclar Serum Ultra Concentré,Face Serum,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,1
Aphogee,Deep Moisture Shampoo,Shampoo,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1
Photozyme,Probiotic P291 Gentle Cleanser,Face Serum,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1
Supergoop!,Play Body Mousse Spf 50 With Blue Sea Kale,Sunscreen,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1
Soul tree,BB Cream,Face Moisturizer,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
Jovees,Anti Ageing Face Mask,Face Mask,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1
Photozyme,Vitamin Ce + Ferulic Acid Lotion,Face Serum,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1
Sanitas Skincare,Oil Free Moisturizer,Face Moisturizer,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,1
Freeman,Refining Peel-off Mask,Face Mask,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
Kokua Sun Care,Hawaiian Natural Zinc Sunscreen,Sunscreen,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,1,1,1,0,1
Lycogel,Breathable Tint Nr. 4,Face Moisturizer,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1
Apsara Skin Care,Krishna Sandalwood Facial Mask,Face Mask,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
Natùrys,Essential Milk Tonic 2 In 1,Face Moisturizer,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1
Dermodality Skin Solutions,Peptide Plus Moisturizer,Face Moisturizer,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,1
Rebels Refinery,Detoxifying 2-In-1 Mask + Scrub,Face Mask,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1
Ole Henriksen,Wrinkle Blur Bakuchiol Eye Gel Creme,Face Serum,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1
Boroplus,Antiseptic Cream,Face Moisturizer,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0
Khadi Natural,Woody Sandal & Honey Hair Cleanser,Face Cleanser,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
Freeman,Golden Grain Brightening Mask,Face Mask,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1
Yon-Ka,Hydra No 1 Masque,Face Mask,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1
Forever Living,Aloe First® Spray,Face Serum,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,0
Image Skincare,I Mask Purifying Probiotic Masque,Face Mask,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1
Roccoco,Radiance,Brightening Treatment,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
Lacto Calamine,Ubtan Facewash,Face Cleanser,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
Oribe,Gold Lust Transformative Hair Mask,Face Mask,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1
St. Botanica,Vitamic C SPF 30 Pa +++ Sunscreen,Sunscreen,0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0,1
Freeman beauty,Plumping gel mask,Face Mask,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
hide&seek skin,CBD Infused Supreme Cream,Face Moisturizer,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1
Ban,Roll-On Antiperspirant Deodorant,Deodorant,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0
Aspect,Super Pd Complex,Face Serum,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,1
Sanitas,Lemon Cream Cleanser,Face Moisturizer,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1
Bel Lab,Oil & Extract Pulpa De Limpieza,Face Moisturizer,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
Volition,Turmeric Brightening Polish,Brightening Treatment,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
Mamaearth,Ubtan Nourishing Hair Removal Cream,Face Moisturizer,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0
Sanitas,Pumpkin Enzyme Mask,Face Mask,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
Khadi Natural,Sandalwood Soap,Face Cleanser,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1
OLEHENRIKSEN,Glow Cycle Retin-Alt Power Serum,Face Serum,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1
Earthly Wellness,Essence Sun Gel Sunscreen SPF 50 Pa++++,Sunscreen,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1
Freeman,Charcoal & Black Sugar Gel Mask & Scrub,Face Mask,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1
MyChelle Dermaceuticals,Replenishing Solar Defense Spf 30,Sunscreen,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,1,1,0,1
Cellular MD,Intensive Eye Balm,Face Moisturizer,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
Freeman beauty,Warming Gel-to-oil Beauty Mask,Face Mask,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1
Radical Skincare,Express Delivery Enzyme Peel,Exfoliant/Scrub,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1
Hale & Hush,Broad Spectrum Natural SPF30,Sunscreen,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,1,0,0,1
Vivreen,SPF 50 PA+++ 22 Suscreen Lotion,Sunscreen,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1
Oribe,Gold Lust Repair & Restore Conditioner,Conditioner,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1
Ole Henriksen,PHAT Glow Facial,Brightening Treatment,0,0,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1
Santhoor,Sandal And Turmeric Soap,Face Cleanser,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1
Diane,Extra Fresh And Hydrate Treatment,Face Moisturizer,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1
Mamaearth,Ubtan Moisturizing Lotion Soap,Face Cleanser,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1
Sanitas Skincare,Vitarich Mask,Face Mask,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1
Photozyme,DNA Youth Recovery Facial Serum,Face Serum,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,1
BE THE SKIN,Botanical Nutrition Power Cream,Face Moisturizer,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,1
Freeman,Exfoliating Charcoal & Coconut Facial Scrub Mask,Face Mask,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1
Mamaearth,Ubtan Body Wash New,Body Wash,0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1
Sanitas,Peptiderm Moisturizing Cream,Face Moisturizer,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1
Beauty Society,Liquid Luxury,Face Serum,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0
Mediheal,Bt21 Face Point Mask Set,Face Mask,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
Revision Skincare,DEJ Facial Cream,Face Moisturizer,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
DNA renewal,Dna Eye Balm,Face Moisturizer,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
OLEHENRIKSEN,Glow2Oh Dark Spot Toner,Face Toner,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0
Parachute,Skinpure Natural White,Face Moisturizer,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1
Sarah Chapman,Skinesis Age Repair Serum,Face Serum,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
Rebels Refinery,Activated Charcoal Face Scrub,Exfoliant/Scrub,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1
Supergoop!,Super Power Sunscreen Mousse Broad Spectrum Spf 50,Sunscreen,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1
Oribe,Shampoo For Brilliance & Shine,Shampoo,0,0,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1
Bel Lab,Oil & Extract Serum Facial,Face Serum,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
Freeman,Clearing Sweet Tea + Lemon Peel-off Clay Mask,Face Mask,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1
Mary Kay,Velocity Lightweight Moisturizer,Face Moisturizer,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1
